Date,High,Low,Open,Close,Volume,Adj Close
2018-12-31,39.84000015258789,39.119998931884766,39.63249969482422,39.435001373291016,140014000.0,38.338478088378906
2019-01-02,39.712501525878906,38.557498931884766,38.72249984741211,39.47999954223633,148158800.0,38.38222885131836
2019-01-03,36.43000030517578,35.5,35.994998931884766,35.54750061035156,365248800.0,34.559078216552734
2019-01-04,37.13750076293945,35.95000076293945,36.13249969482422,37.064998626708984,234428400.0,36.03437042236328
2019-01-07,37.20750045776367,36.474998474121094,37.17499923706055,36.98249816894531,219111200.0,35.95417022705078
2019-01-08,37.95500183105469,37.130001068115234,37.38999938964844,37.6875,164101200.0,36.639564514160156
2019-01-09,38.63249969482422,37.407501220703125,37.8224983215332,38.32749938964844,180396400.0,37.26177215576172
2019-01-10,38.49250030517578,37.71500015258789,38.125,38.45000076293945,143122800.0,37.38086700439453
2019-01-11,38.42499923706055,37.877498626708984,38.220001220703125,38.0724983215332,108092800.0,37.01386260986328
2019-01-14,37.817501068115234,37.30500030517578,37.712501525878906,37.5,129756800.0,36.4572868347168
2019-01-15,38.34749984741211,37.51250076293945,37.567501068115234,38.26750183105469,114843600.0,37.20344161987305
2019-01-16,38.970001220703125,38.25,38.27000045776367,38.73500061035156,122278800.0,37.65793991088867
2019-01-17,39.415000915527344,38.314998626708984,38.54999923706055,38.96500015258789,119284800.0,37.88154220581055
2019-01-18,39.470001220703125,38.994998931884766,39.375,39.20500183105469,135004000.0,38.114871978759766
2019-01-22,39.182498931884766,38.154998779296875,39.102500915527344,38.32500076293945,121576000.0,37.25934600830078
2019-01-23,38.78499984741211,37.92499923706055,38.537498474121094,38.47999954223633,92522400.0,37.410030364990234
2019-01-24,38.619998931884766,37.935001373291016,38.52750015258789,38.17499923706055,101766000.0,37.11351776123047
2019-01-25,39.532501220703125,38.58000183105469,38.869998931884766,39.439998626708984,134142000.0,38.34333038330078
2019-01-28,39.08250045776367,38.415000915527344,38.9474983215332,39.07500076293945,104768400.0,37.98849105834961
2019-01-29,39.532501220703125,38.52750015258789,39.0625,38.66999816894531,166348800.0,37.59475326538086
2019-01-30,41.537498474121094,40.057498931884766,40.8125,41.3125,244439200.0,40.16376876831055
2019-01-31,42.25,41.13999938964844,41.52750015258789,41.61000061035156,162958400.0,40.453006744384766
2019-02-01,42.244998931884766,41.48249816894531,41.7400016784668,41.630001068115234,130672400.0,40.472450256347656
2019-02-04,42.915000915527344,41.81999969482422,41.852500915527344,42.8125,125982000.0,41.6220588684082
2019-02-05,43.77000045776367,43.087501525878906,43.21500015258789,43.54499816894531,144406400.0,42.334197998046875
2019-02-06,43.89250183105469,43.212501525878906,43.662498474121094,43.560001373291016,112958400.0,42.348777770996094
2019-02-07,43.48500061035156,42.584999084472656,43.099998474121094,42.73500061035156,126966800.0,41.54671859741211
2019-02-08,42.665000915527344,42.10499954223633,42.247501373291016,42.602500915527344,95280000.0,41.59553527832031
2019-02-11,42.8025016784668,42.3125,42.76250076293945,42.35749816894531,83973600.0,41.356327056884766
2019-02-12,42.75,42.42499923706055,42.525001525878906,42.72249984741211,89134000.0,41.71270751953125
2019-02-13,43.119998931884766,42.47999954223633,42.84749984741211,42.54499816894531,89960800.0,41.53939437866211
2019-02-14,42.814998626708984,42.345001220703125,42.4275016784668,42.70000076293945,87342800.0,41.690738677978516
2019-02-15,42.92499923706055,42.4375,42.8125,42.60499954223633,98507200.0,41.59797286987305
2019-02-19,42.86000061035156,42.372501373291016,42.4275016784668,42.73249816894531,75891200.0,41.72246551513672
2019-02-20,43.33000183105469,42.747501373291016,42.79750061035156,43.00749969482422,104457600.0,41.990966796875
2019-02-21,43.092498779296875,42.57500076293945,42.95000076293945,42.76499938964844,68998800.0,41.75419616699219
2019-02-22,43.25,42.845001220703125,42.89500045776367,43.24250030517578,75652800.0,42.22041702270508
2019-02-25,43.967498779296875,43.48749923706055,43.540000915527344,43.557498931884766,87493600.0,42.5279655456543
2019-02-26,43.82500076293945,43.29249954223633,43.4275016784668,43.58250045776367,68280800.0,42.55237579345703
2019-02-27,43.75,43.182498931884766,43.3025016784668,43.717498779296875,111341600.0,42.68418502807617
2019-02-28,43.727500915527344,43.22999954223633,43.58000183105469,43.287498474121094,112861600.0,42.26435089111328
2019-03-01,43.787498474121094,43.22249984741211,43.56999969482422,43.74250030517578,103544800.0,42.70859909057617
2019-03-04,44.4375,43.49250030517578,43.92250061035156,43.962501525878906,109744800.0,42.92338943481445
2019-03-05,44.0,43.6349983215332,43.98500061035156,43.88249969482422,78949600.0,42.84527587890625
2019-03-06,43.872501373291016,43.48500061035156,43.66749954223633,43.630001068115234,83241600.0,42.5987548828125
2019-03-07,43.61000061035156,43.005001068115234,43.467498779296875,43.125,99185600.0,42.105690002441406
2019-03-08,43.26750183105469,42.375,42.58000183105469,43.227500915527344,95997600.0,42.20576477050781
2019-03-11,44.779998779296875,43.837501525878906,43.872501373291016,44.724998474121094,128044000.0,43.66787338256836
2019-03-12,45.66749954223633,44.842498779296875,45.0,45.227500915527344,129870400.0,44.15849685668945
2019-03-13,45.82500076293945,45.22999954223633,45.5625,45.4275016784668,124130000.0,44.353763580322266
2019-03-14,46.025001525878906,45.63999938964844,45.974998474121094,45.932498931884766,94318000.0,44.84682083129883
2019-03-15,46.83250045776367,45.935001373291016,46.212501525878906,46.529998779296875,156171600.0,45.43020248413086
2019-03-18,47.09749984741211,46.4474983215332,46.45000076293945,47.005001068115234,104879200.0,45.89398193359375
2019-03-19,47.247501373291016,46.47999954223633,47.087501525878906,46.63249969482422,126585600.0,45.53028869628906
2019-03-20,47.372501373291016,46.182498931884766,46.557498931884766,47.040000915527344,124140800.0,45.92815399169922
2019-03-21,49.08250045776367,47.45249938964844,47.505001068115234,48.772499084472656,204136800.0,47.61970138549805
2019-03-22,49.42250061035156,47.69499969482422,48.834999084472656,47.76250076293945,169630800.0,46.633575439453125
2019-03-25,47.994998931884766,46.650001525878906,47.877498626708984,47.185001373291016,175381200.0,46.06971740722656
2019-03-26,48.220001220703125,46.14500045776367,47.915000915527344,46.6974983215332,199202000.0,45.593746185302734
2019-03-27,47.439998626708984,46.63750076293945,47.1875,47.11750030517578,119393600.0,46.003822326660156
